192	131	109	0.44006692	0.30026128	0.24983957
喜庆	1	0	0	0.00016118	0.00000189	0.00002296
角色	1	1	0	0.00016118	0.00019113	0.00002296
验证	1	1	0	0.00016118	0.00019113	0.00002296
ＫＶ３０００	0	1	0	0.00000160	0.00019113	0.00002296
上	26	22	0	0.00415066	0.00416503	0.00002296
80k	0	1	0	0.00000160	0.00019113	0.00002296
同时	18	4	0	0.00287402	0.00075883	0.00002296
实际	2	2	0	0.00032075	0.00038036	0.00002296
一度	1	0	0	0.00016118	0.00000189	0.00002296
赵军	1	0	1	0.00016118	0.00000189	0.00231928
大跌	1	0	0	0.00016118	0.00000189	0.00002296
利益	1	0	0	0.00016118	0.00000189	0.00002296
已	12	13	1	0.00191655	0.00246193	0.00231928
QQ	0	2	0	0.00000160	0.00038036	0.00002296
电源	0	1	0	0.00000160	0.00019113	0.00002296
来看	1	2	0	0.00016118	0.00038036	0.00002296
高水平	1	0	0	0.00016118	0.00000189	0.00002296
简短	0	1	1	0.00000160	0.00019113	0.00231928
此前	1	1	0	0.00016118	0.00019113	0.00002296
自	3	2	0	0.00048033	0.00038036	0.00002296
恶意	0	1	0	0.00000160	0.00019113	0.00002296
震撼力	1	0	0	0.00016118	0.00000189	0.00002296
另一方面	1	1	0	0.00016118	0.00019113	0.00002296
方寸	1	0	0	0.00016118	0.00000189	0.00002296
提高	8	1	0	0.00127823	0.00019113	0.00002296
门户	1	0	0	0.00016118	0.00000189	0.00002296
似乎	2	0	0	0.00032075	0.00000189	0.00002296
简称	1	0	0	0.00016118	0.00000189	0.00002296
感染力	2	0	0	0.00032075	0.00000189	0.00002296
24日	0	0	1	0.00000160	0.00000189	0.00231928
创造	1	0	0	0.00016118	0.00000189	0.00002296
劳动	3	1	0	0.00048033	0.00019113	0.00002296
受到	1	0	0	0.00016118	0.00000189	0.00002296
西方	0	0	1	0.00000160	0.00000189	0.00231928
市政	1	0	0	0.00016118	0.00000189	0.00002296
宣告	1	0	0	0.00016118	0.00000189	0.00002296
薄	0	0	1	0.00000160	0.00000189	0.00231928
日历	1	0	0	0.00016118	0.00000189	0.00002296
红色激光	1	1	0	0.00016118	0.00019113	0.00002296
构成	0	1	1	0.00000160	0.00019113	0.00231928
留给	0	1	0	0.00000160	0.00019113	0.00002296
博物馆	0	1	0	0.00000160	0.00019113	0.00002296
１．８亿	1	0	0	0.00016118	0.00000189	0.00002296
特区	1	0	0	0.00016118	0.00000189	0.00002296
忠实	1	0	0	0.00016118	0.00000189	0.00002296
编辑软件	1	0	0	0.00016118	0.00000189	0.00002296
林嘉欣	0	1	0	0.00000160	0.00019113	0.00002296
模拟	1	0	0	0.00016118	0.00000189	0.00002296
扩展性	0	0	1	0.00000160	0.00000189	0.00231928
盲人	8	0	0	0.00127823	0.00000189	0.00002296
泰晤士报	0	0	1	0.00000160	0.00000189	0.00231928
23％	0	1	0	0.00000160	0.00019113	0.00002296
兴趣	4	0	0	0.00063991	0.00000189	0.00002296
标签	1	3	1	0.00016118	0.00056959	0.00231928
现象	5	2	0	0.00079949	0.00038036	0.00002296
全部	2	0	0	0.00032075	0.00000189	0.00002296
轮胎	2	3	0	0.00032075	0.00056959	0.00002296
几乎	3	2	0	0.00048033	0.00038036	0.00002296
信息	9	2	0	0.00143781	0.00038036	0.00002296
心中	1	0	0	0.00016118	0.00000189	0.00002296
下半年	0	1	1	0.00000160	0.00019113	0.00231928
出版	0	1	1	0.00000160	0.00019113	0.00231928
警	0	1	0	0.00000160	0.00019113	0.00002296
遭遇	0	4	0	0.00000160	0.00075883	0.00002296
盗版	0	1	0	0.00000160	0.00019113	0.00002296
兴起	2	0	0	0.00032075	0.00000189	0.00002296
特性	0	2	0	0.00000160	0.00038036	0.00002296
实验室	1	0	0	0.00016118	0.00000189	0.00002296
上广电	1	0	0	0.00016118	0.00000189	0.00002296
提升	3	0	0	0.00048033	0.00000189	0.00002296
印象	1	0	1	0.00016118	0.00000189	0.00231928
下来	1	0	0	0.00016118	0.00000189	0.00002296
书记处	1	0	0	0.00016118	0.00000189	0.00002296
湿度	0	1	0	0.00000160	0.00019113	0.00002296
了解	2	2	0	0.00032075	0.00038036	0.00002296
做到	1	0	0	0.00016118	0.00000189	0.00002296
额度	0	2	0	0.00000160	0.00038036	0.00002296
近乎	1	0	0	0.00016118	0.00000189	0.00002296
诸达鹤	0	0	1	0.00000160	0.00000189	0.00231928
流畅	1	0	0	0.00016118	0.00000189	0.00002296
晚上	0	1	0	0.00000160	0.00019113	0.00002296
产品质量	1	0	0	0.00016118	0.00000189	0.00002296
坚守	1	0	0	0.00016118	0.00000189	0.00002296
设备	1	2	0	0.00016118	0.00038036	0.00002296
首次	2	0	0	0.00032075	0.00000189	0.00002296
社会	8	0	0	0.00127823	0.00000189	0.00002296
困惑	0	1	0	0.00000160	0.00019113	0.00002296
公开	1	0	0	0.00016118	0.00000189	0.00002296
至关重要	1	0	0	0.00016118	0.00000189	0.00002296
高	13	5	0	0.00207613	0.00094806	0.00002296
底座	0	0	1	0.00000160	0.00000189	0.00231928
初衷	1	0	0	0.00016118	0.00000189	0.00002296
社	0	0	1	0.00000160	0.00000189	0.00231928
改编	1	0	1	0.00016118	0.00000189	0.00231928
搜狐	5	0	0	0.00079949	0.00000189	0.00002296
结晶	1	0	0	0.00016118	0.00000189	0.00002296
里程碑	1	0	0	0.00016118	0.00000189	0.00002296
